ScheduleCD|TipoSchd|NombreLayout|ejecutable|ScheduleCDPred|FecIni|HorIni|HorMaxDura|UnidadFrecCD|Estado|ValorFrecuencia|ValorFrecuenciaAdic|Predecesores|FecCreaTS|LayoutCD|TipSchdCD
7579|FLoad|ALDM_ASISIG_CHRG|Frame_FLoad_TDT.py|0|15/10/2024|02:00:00|1|101|0|1|1||21/10/2024|2478|2
6212|SPTdt|DITO_PORTA|Frame_EjecutaSP.py|6211|11/01/2023|07:00:00|1|101|1|1|1||20/09/2023|494|5
7876|SPTdt|AGREGADO_TRAFICO_M|Frame_EjecutaSP.py|0|02/12/2024|10:00:00|1|102|1|2|02||09/01/2025|890|5
7640|FTP|FB_ATE_CARIBU_ULT|Frame_FtpGet.py|0|20/10/2024|06:00:00|1|101|1|1|1||28/11/2024|2489|1
8195|SPTdt|PREIDEBAJA|Frame_EjecutaSP.py|0|14/02/2025|07:00:00|1|101|1|1|1||26/03/2025|953|5
80|FLoad|MAENODDT|Frame_FLoad_TDT.py|79|30/10/2019|00:15:00|8|101|1|1|||12/11/2019|1350|2
8429|ExTdt|BONOCIN_SD_VC|Frame_Extractor.py|7965|04/02/2025|08:00:00|2|104|1|2|2,3,4,5,6||02/08/2025|1149|7
8496|FLoad|MAESTRACONTFEEDWSP|Frame_FLoad_TDT.py|8495|12/06/2025|18:00:00|1|101|1|1|1||24/07/2025|2615|2
155|FLoad|MOVRQATN|Frame_FLoad_TDT.py|154|30/10/2019|00:15:00|10|101|1|1|||12/11/2019|1393|2
1816|FLoad|GST_GT01_MOVPED|Frame_FLoad_TDT.py|1815|22/04/2020|06:15:00|1|101|0|1|1||14/05/2020|1634|2
117|RNTdt|MAEVDDDT|Frame_TransformaRN.py|116|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|1365|3
6208|JnFlFL|FINAN_SOLICITUD|Frame_JoinFiles.py|6207|19/09/2023|09:00:00|1|101|1|1|1||20/09/2023|28|15
854|FLoad|JVET_PUNTO_VTA|Frame_FLoad_TDT.py|0|30/01/2020|02:00:00|1|101|1|1|1||03/02/2020|1570|2
6942|FLoad|SESIONES01|Frame_FLoad_TDT.py|0|02/05/2024|08:00:00|1|101|1|1|1||16/05/2024|2307|2
8000|RegCal|RC_VISRETFRIGSSMT|Frame_EjecutaCalidad.py|4576|06/02/2025|06:30:00|1|101|1|1|1||16/04/2025|36|23
7353|FLoad|GENESYS_CATALOGO_PLATAFORMA|Frame_FLoad_TDT.py|7350|12/03/2024|05:00:00|1|101|1|1|1||13/09/2024|2428|2
6241|SPTdt|SP_STPSVA_MPLAY|Frame_EjecutaSP.py|0|08/02/2024|06:00:00|1|101|1|1|1|"SP_STP_GEN_FIJA_ALDM,SPTdt|SP_STP_PRO_FIJA_ALDM,SPTdt"|07/05/2024|500|5
3349|SPTdt|COBTOT|Frame_EjecutaSP.py|3348|01/06/2021|03:30:00|1|101|1|1|1||01/07/2021|313|5
767|FTP|TFPTARMT|Frame_FtpGet.py|0|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1551|1
3390|ExTdt|CAPL002_RVRV|Frame_Extractor.py|0|11/08/2021|06:30:00|1|102|1|1|01,06,10,16,18,24,28|PREF_REP_CAPL,SPTdt|23/08/2021|638|7
8473|ExTdt|FAM_UC_VC_RED|Frame_Extractor.py|7965|04/02/2025|08:00:00|2|104|1|2|2,3,4,5,6||02/08/2025|1158|7
4567|FLoad|VISRETCALKNTMT|Frame_FLoad_TDT.py|4566|01/01/2022|06:30:00|1|101|1|1|1||03/04/2025|1976|2
7457|JnFlFL|VisorTipificaciones|Frame_JoinFiles.py|7456|01/05/2024|07:00:00|1|101|1|1|1||12/09/2024|49|15
8250|ExTdt|EXTDT_AGENDAMIENTO_TOA|Frame_Extractor.py|8249|28/03/2025|07:00:00|1|101|1|1|1||15/05/2025|1082|7
7576|FTP|FB_TLA_CARIBU_REGULAR|Frame_FtpGet.py|0|16/09/2024|06:00:00|1|101|1|1|1||05/12/2024|2477|1
8672|FTP|DANAMASIVOERRORLOG|Frame_FtpGet.py|0|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2672|1
583|SPTdt|CCCUTDMT|Frame_EjecutaSP.py|582|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|67|5
5384|SPTdt|BM_REPOSIPTEL_BAJA_F|Frame_EjecutaSP.py|5383|27/10/2022|06:00:00|1|101|0|1|1||24/11/2022|399|5
8670|FLoad|DANACONTACTLinkOpened|Frame_FLoad_TDT.py|0|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2655|2
571|RNTdt|CCCLTDDV|Frame_TransformaRN.py|570|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1492|3
8398|FTP|FL_SCORING_DIA|Frame_FtpGet.py|0|04/02/2025|00:30:00|2|101|1|1|1||12/06/2025|2609|1
6082|SPTdt|SP_PANGEA_REP_CLIENTES|Frame_EjecutaSP.py|0|01/04/2023|06:00:00|6|102|1|5|05||02/02/2024|474|5
1895|FLoad|BILLING_ARRANGEMENT|Frame_FLoad_TDT.py|0|18/06/2020|07:30:00|1|101|1|1|1||17/06/2020|1663|2
528|RNTdt|NTDEB001|Frame_TransformaRN.py|527|12/10/2019|07:20:00|3|104|1|2|||12/12/2019|1452|3
533|RNTdt|MAESRCDF|Frame_TransformaRN.py|532|17/12/2019|00:10:00|1|101|1|1|||18/12/2019|1484|3
8750|FTP|DANAPERUEMAILHST|Frame_FtpGet.py|0|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2635|1
4595|FLoad|SALESFORCEBAJ|Frame_FLoad_TDT.py|4594|01/01/2022|06:30:00|1|101|0|1|1||03/04/2025|1964|2
498|FTP|GASSET09|Frame_FtpGet.py|0|02/10/2019|08:00:00|1|102|1|6|||09/12/2019|1480|1
166|ExIfx|MOV_SUBVDD|Frame_Extract_Informix_Nativo.py|0|30/10/2019|00:15:00|2|101|1|1|||12/11/2019|22362|8
1836|ExGst|GT18_DSA|Frame_Extract_Informix_Gestel.py|0|22/04/2020|06:15:00|1|101|0|1|1||14/05/2020|22410|13
5577|ExTdt|REPORCUM|Frame_Extractor.py|5576|11/01/2023|08:00:00|1|102|1|1|1||29/03/2023|695|7
8507|ExTdt|EXTDT_PILOTO_CAPTA_FIJA_NUL_Q|Frame_Extractor.py|8503|06/06/2025|09:00:00|1|104|1|2|2||16/07/2025|1195|7
588|FLoad|CCSCLIMT|Frame_FLoad_TDT.py|587|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1497|2
902|RNTdt|XdrCursa_201|Frame_TransformaRN.py|901|02/03/2020|04:00:00|2|101|1|1|1||10/03/2020|1620|3
2036|FTP|MT_MAXIMO|Frame_FtpGet.py|0|22/07/2020|08:25:00|1|101|1|1|1||01/09/2020|1677|1
736|RNTdt|PSPRSEDV|Frame_TransformaRN.py|735|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1413|3
6173|ExTdt|RECARGASN0_COG|Frame_Extractor.py|6172|08/01/2023|17:00:00|1|102|1|3|03||04/09/2023|755|7
2260|FLoad|GST_GT900_VERCLI|Frame_FLoad_TDT.py|2259|13/10/2020|01:30:00|1|101|0|1|1||13/10/2020|1731|2
815|RNTdt|ORDER_ACTION_TYPE|Frame_TransformaRN.py|814|17/06/2020|06:25:00|1|101|1|1|1||16/06/2020|1557|3
7500|FTP|VEL_UMTS_HXH|Frame_FtpGet.py|7499|07/08/2024|06:50:00|1|101|1|1|1||23/09/2024|2460|1
2395|ExGst|GT01_DET_PEDIDO|Frame_Extract_Informix_Gestel.py|0|01/07/2020|02:00:00|1|101|0|1|1||15/10/2020|22446|13
2270|RNTdt|GST_GT63B_TMOTMAS|Frame_TransformaRN.py|2269|13/10/2020|01:30:00|1|101|0|1|1||13/10/2020|1718|3
137|FLoad|MOVDTNDE|Frame_FLoad_TDT.py|136|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|1376|2
3271|FLoad|IntAlt102|Frame_FLoad_TDT.py|0|03/06/2021|06:00:00|2|101|1|1|1||03/06/2021|1890|2
6479|JnFlFL|SAPT_FacSerDe|Frame_JoinFiles.py|6478|14/12/2023|06:15:00|1|101|1|1|1||21/12/2023|37|15
1738|SPTdt|SMUNFIMV|Frame_EjecutaSP.py|1737|14/04/2020|09:00:00|2|101|0|1|1||13/04/2020|81|5
1994|FLoad|MT_CAT_ESTDEVTEC|Frame_FLoad_TDT.py|1993|22/07/2020|08:25:00|1|101|0|1|1||01/09/2020|1690|2
1739|SPTdt|REPESTSM|Frame_EjecutaSP.py|1738|14/04/2020|09:00:00|2|101|0|1|1||13/04/2020|82|5
6886|SPTdt|MPLAY_VIDEO_USERHASH|Frame_EjecutaSP.py|6885|14/05/2024|07:00:00|1|101|1|1|1||15/05/2024|614|5
225|ExIfx|MOV_NOTACRED|Frame_Extract_Informix_Nativo.py|0|30/10/2019|00:15:00|30|101|1|1|||12/11/2019|22346|8
6719|ExTdt|SIR03QUEJ|Frame_Extractor.py|6718|21/02/2024|07:00:00|1|101|0|1|1||23/09/2024|771|7
1810|FLoad|GST_GT36_ORD_SER|Frame_FLoad_TDT.py|1809|22/04/2020|06:15:00|1|101|0|1|1||14/05/2020|1639|2
5929|SPTdt|SP_MovPSI|Frame_EjecutaSP.py|5834|10/05/2023|04:30:00|1|101|1|1|1||26/05/2023|443|5
2619|RNTdt|IntAlt082|Frame_TransformaRN.py|2583|12/11/2020|06:00:00|1|101|1|1|01||04/03/2021|1796|3
4784|RNTdt|CCDF_RVTASTKEQU|Frame_TransformaRN.py|4783|06/12/2021|00:30:00|1|102|1|11|11||24/05/2022|1910|3
7523|FTP|FUNNELMT_GSS_FEEDBACK_FIJA_OUT|Frame_FtpGet.py|0|01/10/2024|09:00:00|1|101|1|1|1||02/10/2024|2463|1
309|ExTdt|RECSCOEH_252|Frame_Extractor.py|174|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|211|7
8475|ExTdt|FAM_SD_CQ_RED|Frame_Extractor.py|7965|04/02/2025|08:00:00|2|104|1|2|2,3,4,5,6||02/08/2025|1162|7
7191|FLoad|FB_GSS_RETENCIONES_APC_MT|Frame_FLoad_TDT.py|7190|08/05/2024|08:00:00|1|101|1|1|1||20/01/2025|2387|2
724|RNTdt|PSPCUODV|Frame_TransformaRN.py|723|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1537|3
897|RNTdt|PRODUCT_REL|Frame_TransformaRN.py|896|05/03/2020|07:30:00|1|101|1|1|1||05/03/2020|1610|3
4778|JnFlFL|CCDF_RVTASTKSIM|Frame_JoinFiles.py|4777|06/12/2021|00:30:00|1|102|1|11|11||24/05/2022|7|15
2914|FLoad|RTANUALTAS|Frame_FLoad_TDT.py|0|07/03/2024|04:00:00|1|101|1|1|1|RTCAEQB2CNTD, ExTdt|07/03/2024|1827|2
1843|FLoad|GST_GT01_COD_OBS|Frame_FLoad_TDT.py|1842|22/04/2020|06:15:00|1|101|0|1|1||14/05/2020|1645|2
7057|FLoad|FB_SAT_PUSH|Frame_FLoad_TDT.py|7056|24/01/2024|08:00:00|1|101|1|1|1||10/06/2024|2331|2
8158|FTP|FB_UPSELL_FIBRA|Frame_FtpGet.py|0|13/03/2025|08:00:00|5|101|1|1|1||13/03/2025|2577|1
8349|FTP|CONSOLIDADOR_SAP_Y|Frame_FtpGet.py|0|13/05/2025|11:00:00|1|101|1|1|1||28/05/2025|2603|1
7053|ExTdt|RTBONOALTA|Frame_Extractor.py|7052|01/05/2021|14:00:00|1|102|1|10|10||06/06/2024|555|7
275|ExTdt|INELERED_257|Frame_Extractor.py|87|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|157|7
2397|RNTdt|GST_GT01_DET_PEDIDO|Frame_TransformaRN.py|2396|01/07/2020|02:00:00|1|101|0|1|1||15/10/2020|1734|3
1835|RNTdt|GST_GT27_CABLE|Frame_TransformaRN.py|1834|22/04/2020|06:15:00|1|101|0|1|1||14/05/2020|1636|3
505|RNTdt|CODPOSR|Frame_TransformaRN.py|504|16/09/2019|02:00:00|2|101|1|1|||09/12/2019|1431|3
744|FLoad|PSVAPRDV|Frame_FLoad_TDT.py|743|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1542|2
833|RNTdt|ORDER_STATUS|Frame_TransformaRN.py|832|30/01/2020|02:00:00|1|101|1|1|1||03/02/2020|1574|3
7327|FLoad|MOVAMDOCS_INCREMENTOP|Frame_FLoad_TDT.py|7326|14/08/2024|05:00:00|1|101|1|1|1||04/03/2025|2404|2
6662|FTP|ISISFACTDET|Frame_FtpGet.py|0|14/02/2024|07:00:00|2|101|1|1|1||13/02/2024|2237|1
2454|FLoad|INTREC005|Frame_FLoad_TDT.py|0|13/11/2020|08:00:00|1|101|1|1|1||23/11/2020|1760|2
4612|JnFlFL|WRMIGRABDIGI|Frame_JoinFiles.py|4611|01/01/2022|06:30:00|1|101|1|1|1||03/04/2025|15|15
8477|ExTdt|FAM_SD_VC_RED|Frame_Extractor.py|7965|04/02/2025|08:00:00|2|104|1|2|2,3,4,5,6||02/08/2025|1166|7
18|RNTdt|REFTXPRO|Frame_TransformaRN.py|17|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|1404|3
5554|FTP|USRBI_MAESTRA_USUARIOS|Frame_FtpGet.py|0|08/02/2023|09:00:00|1|101|1|1|1||15/05/2023|2043|1
889|RNTdt|PRODUCT|Frame_TransformaRN.py|888|26/02/2020|02:00:00|1|101|1|1|1||20/02/2020|1607|3
8402|FLoad|FL_SCORING|Frame_FLoad_TDT.py|8401|04/02/2025|11:05:00|2|103|1|3|3||12/06/2025|2610|2
120|RNTdt|MOVBORDT|Frame_TransformaRN.py|119|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|1367|3
8682|FLoad|DANAMASIVOSMSH|Frame_FLoad_TDT.py|8681|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2674|2
2450|FLoad|INTREC004|Frame_FLoad_TDT.py|0|13/11/2020|08:00:00|1|101|1|1|1||23/11/2020|1759|2
8152|ExTdt|EXTDT_RMK_CONSULTAS_CAEQ|Frame_Extractor.py|8151|06/03/2025|10:30:00|1|104|1|2|2,3,4,5,6,7||26/03/2025|1059|7
7702|FLoad|UNIF_FRAUDE_7H|Frame_FLoad_TDT.py|7701|25/11/2024|08:00:00|1|101|1|1|1||26/11/2024|2518|2
2081|SPTdt|PIPRODCM|Frame_EjecutaSP.py|0|28/04/2020|08:00:00|1|101|1|1|1||19/05/2021|142|5
3426|SPTdt|PREFCFMACM|Frame_EjecutaSP.py|0|11/10/2021|04:00:00|1|101|1|1|1|"D_DPREF_F_ACU,SPTdt|D_DPREF_F_CUO,SPTdt"|25/10/2021|337|5
5624|RNTdt|POLICY_TRUSTONIC|Frame_TransformaRN.py|5623|08/04/2023|06:30:00|1|101|1|1|01||19/04/2023|2067|3
355|ExTdt|VAPRCOAB_251|Frame_Extractor.py|147|30/10/2019|00:15:00|1|101|1|1||"MOVPRSRV,RNTdt|MAESRVDT,RNTdt|MOVPRXSR,RNTdt|MAECABEC,RNTdt|MAEPRODD,RNTdt"|12/11/2019|240|7
1923|SPTdt|SEGFAPRI|Frame_EjecutaSP.py|1922|26/06/2020|07:00:00|1|101|0|1|1||19/08/2020|119|5
603|FLoad|CLCICLDT|Frame_FLoad_TDT.py|602|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1502|2
2510|FLoad|AR_EMISSION_POINT|Frame_FLoad_TDT.py|0|07/01/2021|07:00:00|1|101|1|1|1||20/04/2021|1788|2
925|FLoad|MOVTRANS|Frame_FLoad_TDT.py|924|12/03/2020|00:15:00|1|101|1|1|1||12/03/2020|1616|2
3026|SPTdt|CDSMNOAGSTRT|Frame_EjecutaSP.py|3025|12/05/2021|09:00:00|1|101|1|1|1||13/12/2021|271|5
3357|SPTdt|CGSITPED04|Frame_EjecutaSP.py|3356|12/07/2021|06:00:00|1|101|1|1|1||14/07/2021|319|5
2591|ExTdt|CAPLMT15|Frame_Extractor.py|2589|16/02/2021|07:30:00|1|102|1|16|16||17/02/2021|526|7
2135|ExTdt|PAQ001_CICLO_15|Frame_Extractor.py|0|04/01/2021|07:45:00|1|102|0|15|15|PREF_REP_PAQ,SPTdt|28/04/2021|416|7
2138|ExTdt|PAQ001_CICLO_31|Frame_Extractor.py|0|04/01/2021|07:45:00|1|102|0|31|31|PREF_REP_PAQ,SPTdt|28/04/2021|419|7
7584|FTP|VTA_IMPU|Frame_FtpGet.py|0|15/10/2024|02:00:00|1|101|0|2|2||21/10/2024|2480|1
351|ExTdt|SUBORDSE_251|Frame_Extractor.py|42|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|234|7
74|FLoad|MAEMEDPR|Frame_FLoad_TDT.py|73|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|1348|2
6750|SPTdt|SPPLANTACOMERCIALALDM|Frame_EjecutaSP.py|0|01/05/2024|12:00:00|7|102|1|1|01|SPPLANTAFIJAEJECUTA,SPTdt|29/04/2024|600|5
1776|FLoad|PQCAPPDV|Frame_FLoad_TDT.py|1775|08/05/2020|00:45:00|1|101|0|1|1||08/05/2020|1069|2
5915|ExTdt|CAMP2DA_COM|Frame_Extractor.py|0|21/04/2023|09:00:00|1|102|1|2|02||17/05/2023|724|7
573|FLoad|CCCLTEMT|Frame_FLoad_TDT.py|572|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1493|2
5632|ExTdt|GDTERMGE|Frame_Extractor.py|5631|08/04/2023|08:00:00|1|101|1|1|1||19/04/2023|711|7
6742|ExTdt|RTCAEQB2CNNP|Frame_Extractor.py|0|07/03/2024|04:00:00|1|101|1|1|1|RTCAEQB2CCNT,ExTdt|07/03/2024|562|7
692|FTP|PQPSPADV|Frame_FtpGet.py|0|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1068|1
2952|FTP|SAPTIENDA|Frame_FtpGet.py|0|12/05/2021|09:00:00|1|102|1|2|02||13/12/2021|1866|1
7347|FTP|FEEDBACK_SPRINKLR_CAPL|Frame_FtpGet.py|0|31/08/2024|06:30:00|1|101|1|1|1||30/08/2024|2426|1
81|RNTdt|MAENODDT|Frame_TransformaRN.py|80|30/10/2019|00:15:00|8|101|1|1|||12/11/2019|1350|3
561|ExTdt|F1FACO07|Frame_Extractor.py|560|17/12/2019|16:00:00|2|102|1|2|02,06,16,19,24||01/01/2020|253|7
4804|SPTdt|CCDF_CRC_BSER|Frame_EjecutaSP.py|4803|06/12/2021|00:30:00|1|102|1|21|21||24/05/2022|305|5
7337|SPTdt|SSPPPLANTAB2B|Frame_EjecutaSP.py|7336|13/08/2024|08:00:00|2|102|1|8|08||22/08/2024|718|5
7919|FLoad|FB_B12_DERIVACION|Frame_FLoad_TDT.py|7918|20/10/2024|08:00:00|1|101|1|1|1||28/01/2025|2560|2
7548|FTP|FB_GSS_MOVIL_PORTA|Frame_FtpGet.py|0|16/09/2024|08:00:00|1|101|0|1|1||07/10/2024|2469|1
7028|SPTdt|REPCOBMENSUAL|Frame_EjecutaSP.py|7027|05/06/2024|09:00:00|4|102|1|5|05||05/06/2024|638|5
54|RNTdt|MAEDPTDT|Frame_TransformaRN.py|53|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|1340|3
2543|SPTdt|AGPIBILLOF|Frame_EjecutaSP.py|0|21/12/2020|02:00:00|1|104|1|1|1||29/01/2021|199|5
2674|SPTdt|GEN_ALIADOAGENT|Frame_EjecutaSP.py|2673|03/02/2021|01:00:00|1|101|1|1|1||08/04/2021|225|5
7145|SPTdt|SEG002_4|Frame_EjecutaSP.py|0|27/06/2024|00:30:00|1|102|1|12|12|"SEG010_4,SPTdt|SEG001FACFIJA_4,SPTdt"|27/06/2024|663|5
8324|FTP|CAT_CASOUSOAURA|Frame_FtpGet.py|0|19/05/2025|07:30:00|1|101|1|1|1||26/05/2025|2598|1
5219|FLoad|DMC_INPCRENTAB|Frame_FLoad_TDT.py|5218|25/09/2022|06:00:00|1|101|1|1|1||12/10/2022|2021|2
3366|ExTdt|CHKCUCMS|Frame_Extractor.py|3365|20/04/2021|06:00:00|1|101|1|1|1||06/08/2021|545|7
8473|ExTdt|FAM_UC_VC_RED|Frame_Extractor.py|7965|04/02/2025|08:00:00|2|104|1|2|2,3,4,5,6||02/08/2025|1158|7
7786|FTP|AVEIND_FACT_ACUM_SBS|Frame_FtpGet.py|0|01/11/2024|01:10:00|1|101|1|1|1||16/12/2024|2540|1
6986|ExTdt|RBO_REPORTE_BIOMETRIA_B2C_M|Frame_Extractor.py|6985|01/01/2024|10:00:00|1|102|1|1|01||06/06/2025|830|7
6802|ExTdt|DTCANGRP7|Frame_Extractor.py|0|22/04/2024|08:30:00|1|101|1|1|1|DTCANSP,SPTdt|23/04/2024|790|7
6830|FLoad|SAR_CATLG_LOGSIEM|Frame_FLoad_TDT.py|0|02/05/2024|07:00:00|1|101|1|1|1||27/05/2024|2301|2
8405|FTP|DMA|Frame_FtpGet.py|0|18/09/2023|11:30:00|1|101|1|1|1||13/06/2025|2186|1
5972|FLoad|SASMDAXT|Frame_FLoad_TDT.py|0|01/06/2023|06:00:00|1|101|1|1|1||31/05/2023|2102|2
5384|SPTdt|CABASESMADI|Frame_EjecutaSP.py|5383|27/10/2022|06:00:00|1|101|0|1|1||24/11/2022|399|5
6509|JnFlFL|SAPT_FuIntCli|Frame_JoinFiles.py|6508|14/12/2023|07:45:00|1|101|1|1|1||21/12/2023|38|15
140|FLoad|MOVDTOPR|Frame_FLoad_TDT.py|139|30/10/2019|00:15:00|2|101|1|1|||12/11/2019|1377|2
7746|FTP|FB_ATE_MOVIL_PORTA_INT|Frame_FtpGet.py|0|20/10/2024|16:00:00|1|101|1|1|1||22/01/2025|2526|1
6191|FLoad|GSS_TENTADOS_FIJA|Frame_FLoad_TDT.py|6190|29/08/2023|16:00:00|1|101|1|1|1||12/09/2023|2154|2
66|RNTdt|MAEGRVTA|Frame_TransformaRN.py|65|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|1345|3
7735|SPTdt|SP_FUNNELMT_POTENCIALES_CARGA|Frame_EjecutaSP.py|0|01/01/2025|05:00:00|2|101|1|1|1||25/03/2025|864|5
7633|ExTdt|ADBAJASTRPA|Frame_Extractor.py|0|29/10/2024|09:00:00|1|101|1|1|1||29/10/2024|887|7
471|SPTdt|PRUEBA03|Frame_EjecutaSP.py|470|19/09/2019|16:20:00|1|101|1|3|||25/11/2019|39|5
5197|ExTdt|FINANC_EQUIPOS_CFM|Frame_Extractor.py|5196|08/08/2022|07:30:00|1|104|1|1|1||09/08/2022|678|7
6806|ExTdt|DTCANGRP11|Frame_Extractor.py|0|22/04/2024|08:30:00|1|101|1|1|1|DTCANSP,SPTdt|23/04/2024|794|7
2053|RNTdt|MT_TCTL_GPEXCMSP|Frame_TransformaRN.py|2052|22/07/2020|08:25:00|1|103|0|1|1||01/09/2020|1685|3
2441|SPTdt|PREF_REP_FN_BAJ|Frame_EjecutaSP.py|0|18/11/2020|08:10:00|1|101|1|1|1|"D_DPREF_F_ACU,SPTdt|D_DPREF_F_CUO,SPTdt|D_DPREF_D_OA,SPTdt|ORDER_ACTION,RNTdt"|19/11/2020|179|5
1849|FLoad|GST_GT01G_STA_SOLIC|Frame_FLoad_TDT.py|1848|22/04/2020|06:15:00|1|101|0|1|1||14/05/2020|1651|2
6379|FTP|ONBASE_ELIM_CONT|Frame_FtpGet.py|0|21/11/2023|08:00:00|1|101|1|1|1||09/05/2024|2203|1
4774|FTP|CCDF_RPTELIQUI|Frame_FtpGet.py|0|06/12/2021|00:30:00|1|102|1|7|07||24/05/2022|1912|1
3011|SPTdt|RT_DETALLE|Frame_EjecutaSP.py|0|12/05/2021|09:00:00|1|101|1|1|1|"CDFALTA,RNTdt | CDFCAEQ,RNTdt | CDFANUALTA,RNTdt | CDFANUCAEQ,RNTdt | CDFDEVOL,RNTdt | CDF_MVCRT,RNTdt"|13/12/2021|262|5
7767|FLoad|FB_ATE_CAEQ_INT|Frame_FLoad_TDT.py|7766|20/10/2024|16:00:00|1|101|1|1|1||22/01/2025|2536|2
1998|RNTdt|MT_CAT_QUIEBRES|Frame_TransformaRN.py|1997|22/07/2020|08:25:00|1|101|0|1|1||01/09/2020|1692|3
8723|FTP|DANAOTPEMAILHST|Frame_FtpGet.py|0|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2632|1
817|RNTdt|PRODUCT_CATALOG|Frame_TransformaRN.py|816|17/06/2020|02:00:00|1|101|1|1|1||16/06/2020|1559|3
2504|FLoad|MAEPAQSRVIWY|Frame_FLoad_TDT.py|2503|12/10/2020|02:00:00|1|101|1|1|1||29/12/2020|1787|2
2252|RNTdt|GST_GT63_HPCAVEMAS|Frame_TransformaRN.py|2251|13/10/2020|01:30:00|1|101|0|1|1||13/10/2020|1719|3
59|FLoad|MAESTADO|Frame_FLoad_TDT.py|58|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|1342|2
1731|FLoad|ORDMTMOV|Frame_FLoad_TDT.py|1730|14/04/2020|09:00:00|2|101|0|1|1||13/04/2020|1628|2
693|FLoad|PQPSPADV|Frame_FLoad_TDT.py|692|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1068|2
3334|ExIfx|NIL_MOV_FFTT|Frame_Extract_Informix_Nativo.py|0|12/05/2021|02:00:00|1|101|1|1|1||30/06/2021|22465|8
6386|FLoad|NRTDMP_BUS_ORG|Frame_FLoad_TDT.py|0|01/05/2022|00:00:00|1|103|0|1|1||05/12/2023|2206|2
2244|ExGst|GT900_HAVEMAS|Frame_Extract_Informix_Gestel.py|0|13/10/2020|01:30:00|1|101|0|1|1||13/10/2020|22438|13
1968|RNTdt|DETFTEWP|Frame_TransformaRN.py|1967|10/07/2020|00:30:00|1|101|1|1|1||18/07/2020|1673|3
48|RNTdt|MAECNLVT|Frame_TransformaRN.py|47|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|1336|3
335|ExTdt|REMOVCAS_253|Frame_Extractor.py|242|30/10/2019|00:15:00|1|101|1|1||"MOVPRBXO,RNTdt|MOVORDTB,RNTdt"|12/11/2019|177|7
762|FLoad|SCUMEDMT|Frame_FLoad_TDT.py|761|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1548|2
6940|ExTdt|MPLAY_VIDEO_AUDIENCIA_D3|Frame_Extractor.py|6899|14/05/2024|07:00:00|1|101|1|1|1||15/05/2024|824|7
6819|ExTdt|DTCANGRP24|Frame_Extractor.py|0|22/04/2024|08:30:00|1|101|1|1|1|DTCANSP,SPTdt|23/04/2024|807|7
2084|ExTdt|PICOMPNT|Frame_Extractor.py|2083|28/04/2020|08:00:00|1|101|1|1|1||19/05/2021|389|7
279|ExTdt|MOTICASO_254|Frame_Extractor.py|21|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|161|7
8057|ExTdt|TOTA_SMS_DOWSE_ALTA|Frame_Extractor.py|7927|22/01/2025|08:30:00|1|104||2|2,4,6||14/02/2025|1052|7
1730|FLoad|SMFACT03|Frame_FLoad_TDT.py|1729|14/04/2020|09:00:00|2|101|0|1|1||13/04/2020|1627|2
2235|ExGst|GT900_TAVERIA|Frame_Extract_Informix_Gestel.py|0|13/10/2020|01:30:00|1|101|0|1|1||13/10/2020|22431|13
339|ExTdt|REOFEGRO_251|Frame_Extractor.py|84|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|181|7
6452|SPTdt|SAPT_ProdLogi_DAT|Frame_EjecutaSP.py|6451|14/12/2023|05:00:00|1|101|1|6|6||21/12/2023|540|5
3283|FLoad|IntAlt096|Frame_FLoad_TDT.py|0|17/05/2021|06:00:00|1|101|1|1|1||03/06/2021|1896|2
