ScheduleCD|TipoSchd|NombreLayout|ejecutable|ScheduleCDPred|FecIni|HorIni|HorMaxDura|UnidadFrecCD|Estado|ValorFrecuencia|ValorFrecuenciaAdic|Predecesores|FecCreaTS|LayoutCD|TipSchdCD
8260|FTP|CDR_DNIS|Frame_FtpGet.py|0|01/04/2025|07:30:00|1|101|1|1|1||10/04/2025|2591|1
3037|ExTdt|RESMAGRELSTRT|Frame_Extractor.py|3036|12/05/2021|09:00:00|1|101|1|1|1||13/12/2021|591|7
3175|SPTdt|RESSMRTNOST|Frame_EjecutaSP.py|3043|12/05/2021|09:00:00|1|101|1|1|1||13/12/2021|280|5
3038|SPTdt|RESMAGNOSTRT|Frame_EjecutaSP.py|3037|12/05/2021|09:00:00|1|101|1|1|1||13/12/2021|277|5
6908|SPTdt|MPLAY_VIDEO_USERS|Frame_EjecutaSP.py|6767|12/03/2024|07:00:00|1|101|1|1|1||15/05/2024|621|5
4201|SPTdt|SP_REINTAPROB|Frame_EjecutaSP.py|4200|17/02/2022|09:00:00|1|101|1|1|1||11/03/2022|352|5
2378|FLoad|GST_GT01_TIPO_MOV|Frame_FLoad_TDT.py|2377|01/07/2020|02:00:00|1|101|0|1|1||15/10/2020|1735|2
1905|SPTdt|TRAFDEPA|Frame_EjecutaSP.py|1904|18/06/2020|06:00:00|1|102|1|5|5||27/06/2020|108|5
7357|RNTdt|GENESYS_CATALOGO_LISTA_BLANCA|Frame_TransformaRN.py|7356|12/03/2024|05:00:00|1|101|1|1|1||13/09/2024|2429|3
8587|RNTdt|DANAEMPRESASERRORLOG|Frame_TransformaRN.py|8586|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2669|3
2212|ExTdt|EXTRESUMCONVE|Frame_Extractor.py|2211|07/09/2020|09:05:00|1|102|1|10|10,28||23/09/2020|435|7
6276|FLoad|RULETA_PREPAGO_CANJES|Frame_FLoad_TDT.py|6275|07/11/2023|08:00:00|1|101|1|1|1||07/11/2023|2192|2
6443|FTP|SAPT_ClasMovi|Frame_FtpGet.py|0|14/12/2023|04:00:00|1|101|1|1|1|SAPT_Catalogo_DAT,SPTdt|21/12/2023|2219|1
8601|FLoad|DANAMASIVEMAILHST|Frame_FLoad_TDT.py|8600|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2626|2
7501|FLoad|VEL_UMTS_HXH|Frame_FLoad_TDT.py|7500|07/08/2024|06:50:00|1|101|1|1|1||23/09/2024|2460|2
3386|SPTdt|PREFCAPL|Frame_EjecutaSP.py|0|11/08/2021|06:30:00|1|101|1|1|1|"D_DPREF_D_JV,SPTdt|D_DPREF_D_P,SPTdt|D_DPREF_D_CU,SPTdt|D_DPREF_D_OA,SPTdt|SUBSCRIBER,RNTdt|BILLING_ARRANGEMENT,RNTdt|SALES_SERVICE_CHANNEL,RNTdt|USERS,RNTdt|AGENT,RNTdt|EMPLOYEE,RNTdt|DPREF_D_CI,SPTdt|ASSIGNED_BILLING_OFFER,RNTdt"|23/08/2021|323|5
6283|FLoad|CaplProgram|Frame_FLoad_TDT.py|0|09/11/2023|01:00:00|1|101|1|1|1||14/11/2023|2197|2
8162|FLoad|WEBFACO_CABLE|Frame_FLoad_TDT.py|8282|05/03/2025|07:22:00|3|101|1|30|30||14/04/2025|2578|2
2062|SPTdt|MT_1003|Frame_EjecutaSP.py|2018|16/02/2021|09:20:00|1|103|0|1|1||04/07/2021|134|5
7236|FLoad|FB_CAPTAFIJA_TELEAVANCE|Frame_FLoad_TDT.py|7235|27/06/2024|06:00:00|5|101|1|1|1||05/12/2024|2403|2
3325|ExIfx|MOV_BLQCLI|Frame_Extract_Informix_Nativo.py|0|12/05/2021|02:00:00|1|101|1|1|1||30/06/2021|22462|8
6888|FLoad|MPLAY_VIDEO_DEVICESHASH|Frame_FLoad_TDT.py|6887|14/05/2024|07:00:00|1|101|1|1|1||15/05/2024|2312|2
2771|FLoad|CATALOGOMA|Frame_FLoad_TDT.py|0|10/03/2021|05:30:00|1|101|1|1|1||22/04/2021|1838|2
804|ExTdt|RFACO006|Frame_Extractor.py|803|17/12/2019|16:00:00|2|102|0|2|02,06,16,19,24||16/01/2020|67|7
5841|FLoad|TRAMO_0_SVA|Frame_FLoad_TDT.py|0|29/03/2023|04:00:00|1|101|1|1|1||16/01/2024|2083|2
882|FLoad|ASSIGNED_BILLING_OFFER|Frame_FLoad_TDT.py|0|19/02/2020|02:00:00|1|101|1|1|1||19/02/2020|1604|2
2381|FLoad|GST_GT48_PLAZOS|Frame_FLoad_TDT.py|2380|01/07/2020|02:00:00|1|101|0|1|1||15/10/2020|1746|2
6510|FLoad|SAPT_FuIntCli|Frame_FLoad_TDT.py|6509|14/12/2023|07:45:00|1|101|1|1|1||21/12/2023|2226|2
2266|FLoad|GST_GT900_MOTMAS|Frame_FLoad_TDT.py|2265|13/10/2020|01:30:00|1|101|0|1|1||13/10/2020|1729|2
2426|FLoad|TRAFTASM0|Frame_FLoad_TDT.py|2425|16/09/2020|06:00:00|3|101|0|1|1||10/02/2022|1752|2
2598|FLoad|MOV_PRESFACTESP|Frame_FLoad_TDT.py|2597|01/03/2021|03:00:00|1|101|1|1|1||03/03/2021|1809|2
34|ExIfx|MAE_CABEC|Frame_Extract_Informix_Nativo.py|0|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|22280|8
6159|FLoad|CARGA_SOM005|Frame_FLoad_TDT.py|0|01/01/2022|05:30:00|1|101|0|1|1||22/08/2023|2152|2
7465|FLoad|MAESTRAPRODUCTO|Frame_FLoad_TDT.py|7464|10/09/2024|08:00:00|2|102|1|8|08||12/09/2024|2443|2
1755|ExIfx|MOV_BITREQATN|Frame_Extract_Informix_Nativo.py|0|15/04/2020|00:15:00|2|101|1|1|1||16/04/2020|22328|8
8348|JnFlFL|CONSOLIDADOR_SAP_T|Frame_JoinFiles.py|8347|13/05/2025|11:00:00|1|101|1|1|1||28/05/2025|52|15
3428|ExTdt|CHRGEDEV|Frame_Extractor.py|3427|11/11/2021|06:00:00|1|104|1|2|2||11/11/2021|657|7
738|FLoad|PSPSTDMT|Frame_FLoad_TDT.py|737|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1541|2
2360|FLoad|GST_GT04S_CAT_SPE|Frame_FLoad_TDT.py|2359|01/07/2020|02:00:00|1|101|0|1|1||15/10/2020|1741|2
4685|SPTdt|BMCOMPNT|Frame_EjecutaSP.py|4684|01/05/2022|04:00:00|1|101|1|1|1||15/08/2023|363|5
2682|FLoad|TOA_ACTIVITIE_DIA|Frame_FLoad_TDT.py|2681|06/01/2021|08:00:00|1|103|1|6|6||08/04/2021|1815|2
8681|FTP|DANAMASIVOSMSH|Frame_FtpGet.py|0|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2674|1
8745|FLoad|DANAOTPSMSHISTORY|Frame_FLoad_TDT.py|8744|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2666|2
3335|FLoad|NIL_MOV_FFTT|Frame_FLoad_TDT.py|3334|12/05/2021|02:00:00|1|101|1|1|1||30/06/2021|1918|2
8222|ExTdt|C_I_PER_CINCO_SC|Frame_Extractor.py|8217|28/03/2025|10:00:00|2|104|1|2|2,4,6||27/03/2025|1065|7
7880|ExTdt|DITO_PEDIDO_PILOTO|Frame_Extractor.py|7879|10/01/2025|00:30:00|1|101|1|1|1||10/01/2025|886|7
7745|SPTdt|DMCWFPREPOST|Frame_EjecutaSP.py|0|11/12/2024|02:00:00|1|101|1|1|1||11/12/2024|856|5
8216|RegCal|RC_INVENTARIO_FTTH|Frame_EjecutaCalidad.py|8191|25/03/2025|11:00:00|1|101|1|1|1||03/04/2025|49|23
2994|FLoad|CDFALTA|Frame_FLoad_TDT.py|2993|12/05/2021|09:00:00|1|101|1|1|1||13/12/2021|1871|2
6037|ExTdt|PORT_TELFN_ALDM|Frame_Extractor.py|6036|22/03/2023|03:00:00|1|101|1|1|1||19/06/2023|740|7
8166|FLoad|WEBFACO_FIJA|Frame_FLoad_TDT.py|8288|05/03/2025|07:22:00|3|101|1|30|30||14/04/2025|2580|2
2572|FTP|BMCARTERAB2B|Frame_FtpGet.py|0|20/10/2020|08:00:00|1|102|1|1|1||26/05/2021|1805|1
7652|FTP|FEEDBACK_TELEAVANCE_CAPL|Frame_FtpGet.py|0|14/11/2024|06:30:00|1|101|1|1|1||14/11/2024|2485|1
5565|FLoad|REPORCU|Frame_FLoad_TDT.py|0|11/01/2023|07:00:00|1|101|1|1|1||23/03/2023|2049|2
8720|FTP|DANAOTPCONV|Frame_FtpGet.py|0|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2631|1
8313|RegCal|RC_SP_RECUPERO_EQ_61D|Frame_EjecutaCalidad.py|7601|28/04/2025|00:30:00|1|101|1|1|1||30/04/2025|57|23
2091|FTP|PESUPETT|Frame_FtpGet.py|0|18/08/2020|17:00:00|1|101|0|1|1||18/08/2020|1702|1
348|ExTdt|REPRCABP_251|Frame_Extractor.py|245|30/10/2019|00:15:00|1|101|1|1||"MOVPRXSR,RNTdt|MAESRVDT,RNTdt|MAECLIDT,RNTdt"|12/11/2019|233|7
71|FLoad|MAEMATDT|Frame_FLoad_TDT.py|70|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|1347|2
4187|FTP|AVERIAS_MASIVAS_FJ|Frame_FtpGet.py|0|17/02/2022|06:00:00|1|104|1|2|2||11/03/2022|1956|1
797|FLoad|RFACO004|Frame_FLoad_TDT.py|796|17/12/2019|16:00:00|2|102|0|2|02,06,16,19,24||16/01/2020|1444|2
7202|FTP|FB_GSS_RETENCIONES_FIJA_2|Frame_FtpGet.py|0|08/05/2024|08:00:00|1|101|1|1|1||20/01/2025|2391|1
8198|FLoad|VLCD_GPON|Frame_FLoad_TDT.py|0|24/06/2025|05:00:00|1|101|1|1|1||23/06/2025|2586|2
213|ExIfx|MOV_EXTREQSRV|Frame_Extract_Informix_Nativo.py|0|30/10/2019|00:15:00|15|101|1|1|||12/11/2019|22344|8
3017|ExTdt|CDEQAGNOSTRT|Frame_Extractor.py|3016|12/05/2021|09:00:00|1|101|1|1|1||13/12/2021|581|7
7538|FTP|FB_RETENCIONES_MOVIL|Frame_FtpGet.py|0|16/09/2024|08:00:00|1|101|1|1|1||04/10/2024|2468|1
6808|ExTdt|DTCANGRP13|Frame_Extractor.py|0|22/04/2024|08:30:00|1|101|1|1|1|DTCANSP,SPTdt|23/04/2024|796|7
2351|FLoad|GST_GT900_DSLAM_SUB|Frame_FLoad_TDT.py|2283|13/10/2020|01:30:00|1|101|1|1|1||13/10/2020|1723|2
6245|FTP|RU_PROVISION|Frame_FtpGet.py|0|09/09/2023|04:00:00|1|101|1|1|1||16/01/2024|2185|1
6752|SPTdt|BASECL|Frame_EjecutaSP.py|0|01/04/2023|02:00:00|2|101|1|1|1|"CUSTOMER,RNTdt|CONTACT,RNTdt|CUSTOMER_CONTACT_REL,RNTdt|CRM_ACCOUNT,RNTdt"|01/07/2025|598|5
7965|SPTdt|LIMPIEZAS_WSP_CARIBU|Frame_EjecutaSP.py|0|04/02/2025|08:00:00|2|104|1|2|2,3,4,5,6|BASES_LIMPIEZAS,SPTdt|02/08/2025|908|5
2536|ExTdt|AGPICUSTOM|Frame_Extractor.py|2535|21/12/2020|01:00:00|1|104|1|1|1||29/01/2021|488|7
256|ExTdt|CICLOFAC_251|Frame_Extractor.py|123|30/10/2019|00:15:00|1|101|1|1||"MAECIFAC,RNTdt|MOVCALFC,RNTdt"|12/11/2019|140|7
5600|FLoad|APPBASBO|Frame_FLoad_TDT.py|0|22/03/2023|07:00:00|1|101|0|1|1||05/04/2023|2055|2
7801|SPTdt|SP_AVEIND_PLADEVFACTURA|Frame_EjecutaSP.py|7800|01/11/2024|08:00:00|1|101|1|1|1||16/12/2024|876|5
860|FLoad|PRD_CAT_PARAM_REL|Frame_FLoad_TDT.py|0|17/06/2020|06:50:00|1|101|1|1|1||16/06/2020|1575|2
791|SPNz|RFACO001|Frame_EjecutaSP.py|790|17/12/2019|16:00:00|2|102|0|2|02,06,16,19,24||16/01/2020|31|6
7171|ExTdt|BaseMTRetenciones|Frame_Extractor.py|0|01/07/2024|06:30:00|1|101|1|1|1||16/07/2024|856|7
5120|ExTdt|REPORTE_MIGRA_SOLIC|Frame_Extractor.py|5377|01/01/2022|07:00:00|1|101|1|1|1||03/04/2025|673|7
8009|SPTdt|RU_PROVISION_CONVERTIBILIDAD|Frame_EjecutaSP.py|0|11/02/2025|04:00:00|1|101|1|1|1|CONVER_VENTA_CERRADA,SPTdt|17/02/2025|919|5
818|FLoad|PRODUCT_BILLING_PARAMETERS|Frame_FLoad_TDT.py|0|30/01/2020|02:00:00|1|101|1|1|1||29/01/2020|1558|2
7150|SPTdt|SEG010_5|Frame_EjecutaSP.py|0|27/06/2024|00:30:00|1|102|1|13|13||27/06/2024|690|5
6418|ExTdt|REGVENTAS|Frame_Extractor.py|6417|27/11/2023|07:00:00|1|101|1|1|1||14/02/2024|760|7
1724|ExIfx|MOV_COMPXIWYCDF|Frame_Extract_Informix_Nativo.py|0|07/04/2020|00:15:00|3|101|1|1|1||08/04/2020|22391|8
2531|SPTdt|CHARGE_DISTRIBUTION|Frame_EjecutaSP.py|2530|13/01/2021|02:00:00|2|101|1|1|1||22/01/2021|197|5
501|SPTdt|GASSET03|Frame_EjecutaSP.py|0|02/10/2019|05:00:00|1|102|1|4|||09/12/2019|42|5
8002|ExTdt|EXTDT_INTENCIONES_DITO|Frame_Extractor.py|8001|10/02/2025|12:00:00|1|101|1|1|1||25/07/2025|1048|7
7156|SPTdt|SEG016_5|Frame_EjecutaSP.py|0|27/06/2024|00:30:00|1|102|1|13|13|"SEG010_5,SPTdt|SEG006_5,SPTdt"|27/06/2024|684|5
6214|SPTdt|DITO_CANALES|Frame_EjecutaSP.py|6213|19/09/2023|08:00:00|1|101|1|1|1||20/09/2023|495|5
1969|ExTdt|CONSPORTA|Frame_Extractor.py|0|10/07/2020|06:00:00|1|104|1|2|2||18/07/2020|382|7
7761|FLoad|FB_GSS_MOVIL_PORTA_INT|Frame_FLoad_TDT.py|7760|20/10/2024|16:00:00|1|101|1|1|1||22/01/2025|2534|2
4185|FLoad|FACT_ACUM_SBS|Frame_FLoad_TDT.py|4184|17/02/2022|01:10:00|1|101|1|1|1||11/03/2022|1958|2
8450|ExTdt|BONOTRE_SD_DC_RED|Frame_Extractor.py|7965|04/02/2025|08:00:00|2|104|1|2|2,3,4,5,6||02/08/2025|1128|7
8295|SPTdt|MIGVTA_CAPL_PROG|Frame_EjecutaSP.py|0|01/05/2024|02:00:00|1|101|1|1|1|"ASSIGNED_PRODUCT,SPTdt|ASSIGNED_PRODUCT_PARAMETER,SPTdt|ASSIGNED_BILLING_OFFER,RNTdt|MIGVTA_CAPLPROG,RNTdt"|15/04/2025|965|5
532|FLoad|MAESRCDF|Frame_FLoad_TDT.py|531|17/12/2019|00:10:00|1|101|1|1|||18/12/2019|1484|2
1774|SPTdt|PEPETITT|Frame_EjecutaSP.py|1773|23/04/2020|03:00:00|1|104|0|1|1||14/01/2022|85|5
112|ExIfx|MAE_TRBTRN|Frame_Extract_Informix_Nativo.py|0|30/10/2019|00:15:00|2|101|1|1|||12/11/2019|22320|8
6236|FLoad|LY_CAPL_PROGRAMADO|Frame_FLoad_TDT.py|0|25/09/2023|08:00:00|1|101|1|1|1||26/09/2023|2175|2
8305|SPTdt|BASE_MADRE_CAPL|Frame_EjecutaSP.py|8299|21/04/2025|10:00:00|1|104|1|2|2||22/04/2025|939|5
3043|ExTdt|RESMNOAGNORT|Frame_Extractor.py|3042|12/05/2021|09:00:00|1|101|1|1|1||13/12/2021|594|7
1976|SPTdt|D_DPREF_F_ACU|Frame_EjecutaSP.py|1975|21/07/2020|03:13:00|1|101|1|1|1||22/07/2020|128|5
8772|FLoad|DANAREGLEMAILBOUNCEHST|Frame_FLoad_TDT.py|8771|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2654|2
282|ExTdt|OFERTA00_251|Frame_Extractor.py|84|30/10/2019|00:15:00|1|101|1|1||"MAECLSRV,RNTdt|MAEOFEPR,RNTdt"|12/11/2019|163|7
6606|SPTdt|RU_PROVISION_CALCULO|Frame_EjecutaSP.py|6605|09/09/2023|04:00:00|1|101|0|1|1||16/01/2024|504|5
6489|JnFlFL|SAPT_MovLogDe|Frame_JoinFiles.py|6488|14/12/2023|06:45:00|1|101|1|1|1||21/12/2023|41|15
5919|JnFlFL|EXTERNAL_SUCC|Frame_JoinFiles.py|0|01/01/2022|05:00:00|1|101|1|1|1||24/05/2023|20|15
8165|RNTdt|WEBFACO_DATOS|Frame_TransformaRN.py|8164|05/03/2025|07:22:00|3|101|1|30|30||14/04/2025|2579|3
338|ExTdt|REOFEEST_251|Frame_Extractor.py|84|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|180|7
370|FTP|MATRPS|Frame_FtpGet.py|0|15/09/2019|07:00:00|3|101|1|1|||25/11/2019|1419|1
109|ExIfx|MAE_TECNICO|Frame_Extract_Informix_Nativo.py|0|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|22318|8
7641|FLoad|FB_ATE_CARIBU_ULT|Frame_FLoad_TDT.py|7640|20/10/2024|06:00:00|1|101|1|1|1||28/11/2024|2489|2
2869|FLoad|ATISR1_21B|Frame_FLoad_TDT.py|2868|30/03/2021|07:00:00|1|102|1|9|09,10,11,12,13||20/04/2022|1849|2
566|FTP|CCCLDRDV|Frame_FtpGet.py|0|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1075|1
4191|SPTdt|SP_MASIVAS1|Frame_EjecutaSP.py|4190|17/02/2022|06:00:00|1|104|1|2|2||11/03/2022|346|5
2997|FLoad|CDFCAEQ|Frame_FLoad_TDT.py|2996|12/05/2021|09:00:00|1|101|1|1|1||13/12/2021|1872|2
5589|ExTdt|REPORCUTM|Frame_Extractor.py|5585|11/01/2023|08:00:00|1|101|1|1|1||29/03/2023|697|7
6991|ExTdt|DITODLVRY|Frame_Extractor.py|0|30/05/2024|06:00:00|1|101|1|1|1|TRAMO_0_VENTA,SPTdt|31/05/2024|813|7
1897|FTP|CAPRODSD|Frame_FtpGet.py|0|25/05/2020|06:00:00|1|101|1|1|1||22/06/2020|1664|1
302|ExTdt|RECSCOCA_251|Frame_Extractor.py|218|30/10/2019|00:15:00|1|101|1|1||"MOVEXSRV,RNTdt|MOVRQATN,SPTdt|MOVRQSRV,SPTdt"|12/11/2019|243|7
2720|ExTdt|CXCPAGOS|Frame_Extractor.py|2702|01/04/2021|07:00:00|1|102|1|1|01||15/04/2021|538|7
5595|ExTdt|REPORCUT_2|Frame_Extractor.py|5582|11/01/2023|07:00:00|1|101|0|1|1||23/03/2023|707|7
654|FLoad|MAMOTIDV|Frame_FLoad_TDT.py|653|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1518|2
6483|FTP|SAPT_MovLogCa|Frame_FtpGet.py|0|14/12/2023|06:30:00|1|101|1|1|1|SAPT_Catalogo_DAT,SPTdt|21/12/2023|2228|1
383|SPNz|EXRVEN01|Frame_EjecutaSP.py|382|17/09/2019|18:00:00|1|101|1|1|||25/11/2019|29|6
5951|FLoad|SASVIDE|Frame_FLoad_TDT.py|0|01/06/2023|06:00:00|1|101|1|1|1||31/05/2023|2095|2
7485|FLoad|Dispo_3G_Nokia|Frame_FLoad_TDT.py|7484|07/08/2024|06:50:00|1|101|1|1|1||23/09/2024|2449|2
243|ExIfx|MOV_PRODXSRV|Frame_Extract_Informix_Nativo.py|0|30/10/2019|00:15:00|90|101|1|1|||12/11/2019|22352|8
1831|FLoad|GST_GT18_CAJA_DIR|Frame_FLoad_TDT.py|1830|22/04/2020|06:15:00|1|101|0|1|1||14/05/2020|1644|2
7897|ExTdt|EXT_MARCAJE_MOVIL|Frame_Extractor.py|7896|16/01/2024|06:00:00|1|101|0|1|1||16/01/2025|998|7
1959|FLoad|DETFTEBB|Frame_FLoad_TDT.py|1958|10/07/2020|00:30:00|1|101|1|1|1||18/07/2020|1672|2
4772|FLoad|CCDF_RVTAGRANS|Frame_FLoad_TDT.py|4771|06/12/2021|00:30:00|1|102|1|7|07||24/05/2022|1906|2
3401|ExTdt|CPMAESTRAMT_T|Frame_Extractor.py|3400|12/09/2021|20:00:00|1|104|1|1|1||10/09/2021|654|7
17|FLoad|REFTXPRO|Frame_FLoad_TDT.py|16|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|1404|2
8532|SPTdt|DISPONIBILIDAD_FTTH|Frame_EjecutaSP.py|8531|19/07/2025|05:00:00|1|101|1|1|1||21/07/2025|1005|5
7466|FTP|BASE_DSCTO_SEGMENTO|Frame_FtpGet.py|0|19/09/2024|08:00:00|1|101|0|1|1||19/09/2024|2445|1
28|ExIfx|MAE_CAJA|Frame_Extract_Informix_Nativo.py|0|30/10/2019|00:15:00|1|101|1|1|||12/11/2019|22281|8
4195|FTP|AVERIAS_BASE_FAC|Frame_FtpGet.py|0|17/02/2022|09:00:00|1|101|0|1|1||11/03/2022|1959|1
844|FLoad|EQUIPMENT_BRAND|Frame_FLoad_TDT.py|0|17/06/2020|06:35:00|1|101|1|1|1||16/06/2020|1564|2
7688|JnFlFL|AVERIAS_INDIV_FIJA|Frame_JoinFiles.py|7789|01/11/2024|06:00:00|1|104|1|3|3||16/12/2024|51|15
6410|FLoad|REP_FRAUDE|Frame_FLoad_TDT.py|6409|23/11/2023|06:00:00|1|101|1|1|1||18/04/2024|2215|2
7056|FTP|FB_SAT_PUSH|Frame_FtpGet.py|0|24/01/2024|08:00:00|1|101|1|1|1||10/06/2024|2331|1
8319|RegCal|RC_MOVAMDOCS_RESUMEN|Frame_EjecutaCalidad.py|0|07/05/2025|06:00:00|3|101|1|1|1|MOVAMDOCS_RESUMEN,SPTdt|06/05/2025|59|23
5211|FTP|DMC_INPCAEQ|Frame_FtpGet.py|0|25/09/2022|06:00:00|1|101|0|1|1||12/10/2022|2019|1
8701|RNTdt|DANAONLEMAILHST|Frame_TransformaRN.py|8700|17/07/2025|19:00:00|1|101|1|1|1||22/07/2025|2629|3
7342|FTP|CAEQ_PHOENIX|Frame_FtpGet.py|0|27/08/2024|08:00:00|1|101|1|1|1||21/10/2024|2425|1
2855|SPTdt|ATISFACR1R2|Frame_EjecutaSP.py|0|30/03/2021|08:00:00|1|102|1|9|09,10,11,12,13,27,28,29,30,31||20/04/2022|241|5
2879|SPTdt|BASES_FD|Frame_EjecutaSP.py|0|10/03/2021|05:00:00|1|101|1|1|1||26/04/2021|243|5
6012|SPTdt|CTV004RECHAZO|Frame_EjecutaSP.py|5925|19/05/2023|07:00:00|1|101|1|1|1||10/08/2023|469|5
8338|RNTdt|CAT_AUTOMATISMOSAURA|Frame_TransformaRN.py|8337|19/05/2025|07:30:00|1|101|1|1|1||26/05/2025|2599|3
2708|SPTdt|CXCREPVA|Frame_EjecutaSP.py|0|01/04/2021|07:00:00|1|102|1|1|01||15/04/2021|234|5
6052|FLoad|C_VISOR01|Frame_FLoad_TDT.py|0|07/07/2023|05:00:00|1|101|1|1|1||05/07/2023|2117|2
8492|FTP|MAESTRACONTFEEDVOUT|Frame_FtpGet.py|0|12/06/2025|18:00:00|1|101|1|1|1||24/07/2025|2614|1
2043|FLoad|MT_DEVTEC|Frame_FLoad_TDT.py|2042|22/07/2020|08:25:00|1|101|0|1|1||01/09/2020|1678|2
2902|ExTdt|RTALTASB2CNNP|Frame_Extractor.py|2901|22/04/2021|04:00:00|1|101|1|1|1||25/05/2021|551|7
8281|RegCal|RC_SP_GENESYS|Frame_EjecutaCalidad.py|5739|01/10/2024|05:00:00|1|101|1|1|1||14/04/2025|55|23
717|FLoad|PSPAQUDV|Frame_FLoad_TDT.py|716|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1535|2
2585|FLoad|IntAlt085|Frame_FLoad_TDT.py|0|12/11/2020|06:00:00|1|101|1|1|01||04/03/2021|1792|2
8425|ExTdt|BONOCIN_UC_VC|Frame_Extractor.py|7965|04/02/2025|08:00:00|2|104|1|2|2,3,4,5,6||02/08/2025|1141|7
6512|SPTdt|SAPT_FuIntCli_DAT|Frame_EjecutaSP.py|6511|14/12/2023|07:45:00|1|101|1|6|6||21/12/2023|532|5
4822|FLoad|IntAlt128|Frame_FLoad_TDT.py|0|03/06/2022|08:00:00|1|101|1|1|1||02/06/2022|1997|2
6729|SPTdt|TRAFICO_INTERNET_FIJA|Frame_EjecutaSP.py|6728|23/01/2024|06:00:00|1|101|1|1|1||05/03/2024|558|5
7221|SPTdt|SPRECARGASMPAY|Frame_EjecutaSP.py|0|27/06/2024|02:50:00|1|101|1|1|1|"STGRCMPAY,FLoad|SUBSCRIBER,RNTdt"|16/04/2025|704|5
7521|FLoad|FUNNELMT_TIENDAS_DATA_NACIONAL|Frame_FLoad_TDT.py|7520|01/10/2024|12:00:00|1|101|1|1|1||19/03/2025|2466|2
6624|FTP|FB_TLA_FIJA_C2C|Frame_FtpGet.py|0|10/01/2024|06:00:00|1|101|1|1|1||05/12/2024|2248|1
6006|FLoad|RTDESCDIR|Frame_FLoad_TDT.py|6004|08/02/2023|18:00:00|1|101|1|1|1||05/06/2023|2112|2
8232|ExTdt|S_I_PER_CINCO_SC|Frame_Extractor.py|8217|28/03/2025|10:00:00|2|104|1|2|2,4,6||27/03/2025|1075|7
5930|FTP|EXTERNAL_FTPGETRS|Frame_FtpGet.py|0|22/04/2023|02:00:00|1|101|1|1|1||29/05/2023|2088|1
656|FTP|MARUDEDV|Frame_FtpGet.py|0|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1519|1
8007|SPTdt|LIMPIEZAS_WSP_CAEQ|Frame_EjecutaSP.py|0|11/02/2025|10:00:00|2|104|1|2|2,4,6|BASES_LIMPIEZAS,SPTdt|11/02/2025|914|5
759|FLoad|SCSTIPMT|Frame_FLoad_TDT.py|758|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1547|2
2245|FLoad|GST_GT900_HAVEMAS|Frame_FLoad_TDT.py|2244|13/10/2020|01:30:00|1|101|0|1|1||13/10/2020|1724|2
1719|FLoad|MAEALMAC|Frame_FLoad_TDT.py|1718|07/04/2020|00:15:00|3|101|1|1|1||08/04/2020|1621|2
3358|SPTdt|CGSITPED05|Frame_EjecutaSP.py|3357|12/07/2021|06:00:00|1|101|1|1|1||14/07/2021|320|5
5194|FLoad|RECARGASVIRTUALES|Frame_FLoad_TDT.py|5193|13/07/2022|09:00:00|1|101|1|1|1||28/03/2025|2009|2
1900|FTP|CTBLQSTD|Frame_FtpGet.py|0|25/05/2020|06:00:00|1|101|1|1|1||22/06/2020|1665|1
5738|FLoad|FEEDBACK_GENESYS|Frame_FLoad_TDT.py|5737|12/03/2024|05:00:00|1|101|1|1|1||13/09/2024|2078|2
7242|FTP|FUI_COM_TABGASCOM|Frame_FtpGet.py|0|01/07/2024|01:00:00|2|101|1|1|1||18/11/2024|2411|1
675|FLoad|PEVACODV|Frame_FLoad_TDT.py|674|13/03/2020|00:45:00|1|101|0|1|1||07/04/2022|1523|2
7365|FLoad|GENESYS_CATALOGO_LISTA_NEGRA|Frame_FLoad_TDT.py|7364|12/03/2024|05:00:00|1|101|1|1|1||13/09/2024|2432|2
5473|FLoad|PANGEA_FAC_TEC|Frame_FLoad_TDT.py|0|01/09/2023|05:15:00|1|101|1|1|1||17/10/2023|2032|2
6492|SPTdt|SAPT_MovLogDe_DAT|Frame_EjecutaSP.py|6491|14/12/2023|06:45:00|1|101|1|6|6||21/12/2023|538|5
2472|FLoad|INTREC014|Frame_FLoad_TDT.py|0|13/11/2020|08:00:00|1|101|1|1|1||23/11/2020|1769|2
